sample_idx,fold,real_class,initial_pred,initial_correct,fooled_class,relative_robustness,perturbation_norm,original_norm,num_iterations,success
290,9,children_playing,children_playing,True,siren,0.00725809746913185,24.550395965576172,3382.483642578125,2,True
291,9,engine_idling,street_music,False,street_music,0.0,0.0,0.0,0,False
292,9,street_music,street_music,True,children_playing,0.03207284130646512,52.290069580078125,1630.353515625,3,True
293,9,jackhammer,jackhammer,True,car_horn,0.05022968214233112,53.16122055053711,1058.3626708984375,3,True
294,9,car_horn,car_horn,True,jackhammer,0.005096291561131513,30.686229705810547,6021.2861328125,3,True
295,9,engine_idling,engine_idling,True,air_conditioner,0.003827637657348804,13.199173927307129,3448.386474609375,2,True
296,9,dog_bark,dog_bark,True,drilling,0.01408145185795523,67.1585693359375,4769.29296875,5,True
297,9,jackhammer,jackhammer,True,car_horn,0.05678973848326591,53.94553756713867,949.9169921875,3,True
298,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
299,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
300,9,street_music,street_music,True,children_playing,0.012845420344172674,42.60007095336914,3316.362548828125,3,True
301,9,street_music,street_music,True,car_horn,0.010377999092996677,25.50303077697754,2457.4130859375,2,True
302,9,siren,siren,True,children_playing,0.003108632391685192,12.448019027709961,4004.33935546875,2,True
303,9,engine_idling,engine_idling,True,jackhammer,0.004698139512295868,6.542327880859375,1392.535888671875,2,True
304,9,street_music,street_music,True,children_playing,0.0036298778220823467,8.179452896118164,2253.36865234375,1,True
305,9,jackhammer,jackhammer,True,drilling,0.010075805132473248,7.912934303283691,785.3401489257812,2,True
306,9,drilling,drilling,True,jackhammer,0.0035138997344070994,14.054067611694336,3999.564208984375,1,True
307,9,siren,siren,True,street_music,0.004480818711196418,18.974613189697266,4234.630859375,2,True
308,9,engine_idling,engine_idling,True,air_conditioner,0.0036349457155061865,12.947011947631836,3561.817138671875,2,True
309,9,siren,siren,True,children_playing,0.023606858667889186,49.104698181152344,2080.10302734375,3,True
310,9,dog_bark,dog_bark,True,car_horn,0.0013874974943345615,7.6742262840271,5530.98388671875,2,True
311,9,children_playing,children_playing,True,siren,0.008419187708786925,21.590879440307617,2564.48486328125,2,True
312,9,drilling,drilling,True,children_playing,0.019203909052416295,22.00719451904297,1145.9747314453125,3,True
313,9,car_horn,car_horn,True,dog_bark,0.004089516094738307,26.084758758544922,6378.4462890625,3,True
314,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
315,9,dog_bark,dog_bark,True,drilling,0.001544398434277403,5.795257091522217,3752.4365234375,2,True
316,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
317,9,jackhammer,jackhammer,True,drilling,0.0047530722198311426,14.044368743896484,2954.798095703125,2,True
318,9,street_music,street_music,True,children_playing,0.00975740290198634,29.14094352722168,2986.547119140625,1,True
319,9,gun_shot,gun_shot,True,dog_bark,0.009503741805555027,54.84951400756836,5771.35986328125,3,True
320,9,siren,siren,True,children_playing,0.021894576614561415,45.6894645690918,2086.793701171875,3,True
321,9,drilling,drilling,True,children_playing,0.03892199843883325,23.692697525024414,608.7225341796875,2,True
322,9,siren,siren,True,jackhammer,0.005168357722268125,23.27381134033203,4503.134765625,2,True
323,9,engine_idling,engine_idling,True,air_conditioner,0.0027102615791447585,9.541338920593262,3520.449462890625,2,True
324,9,street_music,street_music,True,children_playing,0.0008919006481164328,2.2097487449645996,2477.57275390625,1,True
325,9,engine_idling,engine_idling,True,jackhammer,0.002971507761837848,4.123228549957275,1387.5880126953125,2,True
326,9,jackhammer,jackhammer,True,drilling,0.007410938918534864,6.016174793243408,811.7965698242188,2,True
327,9,siren,siren,True,children_playing,0.004493685380522909,18.193851470947266,4048.759521484375,1,True
328,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
329,9,children_playing,children_playing,True,street_music,0.006247603343877314,23.356826782226562,3738.52587890625,1,True
330,9,drilling,drilling,True,jackhammer,0.001554405446629554,2.230090618133545,1434.6904296875,1,True
331,9,dog_bark,dog_bark,True,children_playing,0.0003778764538800086,1.8583098649978638,4917.77099609375,1,True
332,9,drilling,drilling,True,jackhammer,0.010834637791052556,24.176830291748047,2231.438720703125,2,True
333,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
334,9,jackhammer,jackhammer,True,car_horn,0.04943446474348238,46.56563949584961,941.9671020507812,3,True
335,9,jackhammer,jackhammer,True,siren,0.057203172277638895,64.5001449584961,1127.5623779296875,2,True
336,9,engine_idling,engine_idling,True,air_conditioner,0.003705599338640762,12.853124618530273,3468.568359375,3,True
337,9,street_music,street_music,True,car_horn,0.03086957907360954,48.375362396240234,1567.0885009765625,3,True
338,9,street_music,street_music,True,car_horn,0.0032582885876152484,10.188496589660645,3126.947265625,2,True
339,9,car_horn,car_horn,True,jackhammer,0.0026924014913432773,15.765437126159668,5855.52978515625,3,True
340,9,engine_idling,street_music,False,street_music,0.0,0.0,0.0,0,False
341,9,street_music,street_music,True,children_playing,0.031955566613153505,42.162296295166016,1319.40380859375,2,True
342,9,jackhammer,jackhammer,True,drilling,9.082239932312554e-05,0.47457581758499146,5225.31689453125,1,True
343,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
344,9,jackhammer,jackhammer,True,car_horn,0.04225165985970136,43.83072280883789,1037.372802734375,3,True
345,9,drilling,drilling,True,jackhammer,0.005003078609488958,27.539531707763672,5504.51708984375,2,True
346,9,children_playing,children_playing,True,street_music,0.014738644395371328,33.972434997558594,2304.990478515625,2,True
347,9,engine_idling,air_conditioner,False,air_conditioner,0.0,0.0,0.0,0,False
348,9,air_conditioner,air_conditioner,True,children_playing,0.004663585386661465,8.224114418029785,1763.474609375,2,True
349,9,street_music,street_music,True,car_horn,0.012481141196362528,36.016578674316406,2885.679931640625,2,True
350,9,street_music,street_music,True,jackhammer,0.008752988688422211,16.31353759765625,1863.7677001953125,2,True
351,9,engine_idling,engine_idling,True,air_conditioner,0.002966763969636646,10.255454063415527,3456.78125,2,True
352,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
353,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
354,9,siren,siren,True,dog_bark,0.016125869442584893,72.51290893554688,4496.68212890625,4,True
355,9,jackhammer,jackhammer,True,car_horn,0.05141866862840988,50.87709045410156,989.46728515625,3,True
356,9,children_playing,children_playing,True,street_music,0.009172326662791809,31.997211456298828,3488.450927734375,2,True
357,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
358,9,street_music,street_music,True,jackhammer,0.012614842350093846,26.44298553466797,2096.180419921875,2,True
359,9,siren,siren,True,air_conditioner,0.006679760892549777,26.821407318115234,4015.324462890625,2,True
360,9,siren,siren,True,children_playing,0.020968844545332963,43.904762268066406,2093.809326171875,3,True
361,9,street_music,street_music,True,children_playing,0.010715292004536836,33.41408157348633,3118.354736328125,1,True
362,9,street_music,street_music,True,children_playing,0.00337321761782065,7.534519672393799,2233.6298828125,1,True
363,9,siren,siren,True,children_playing,0.023083146249260535,48.279640197753906,2091.5537109375,3,True
364,9,drilling,drilling,True,children_playing,0.026592492592785594,27.222509384155273,1023.6915283203125,2,True
365,9,siren,siren,True,air_conditioner,0.008476658292682121,35.06584930419922,4136.75390625,3,True
366,9,siren,siren,True,children_playing,0.022398771981368013,46.67204666137695,2083.687744140625,3,True
367,9,street_music,street_music,True,jackhammer,0.0012187166026116816,2.7748138904571533,2276.832763671875,2,True
368,9,engine_idling,engine_idling,True,air_conditioner,0.0034405357715788466,11.65025806427002,3386.175537109375,1,True
369,9,engine_idling,engine_idling,True,air_conditioner,0.0036335464101147773,12.425515174865723,3419.666015625,2,True
370,9,siren,siren,True,children_playing,0.023993006409830844,50.204551696777344,2092.466064453125,3,True
371,9,siren,siren,True,air_conditioner,0.008946791695664104,36.809547424316406,4114.2734375,3,True
372,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
373,9,drilling,drilling,True,children_playing,0.031914068055606086,23.556961059570312,738.13720703125,2,True
374,9,street_music,street_music,True,drilling,0.004251800669877419,9.203496932983398,2164.611572265625,1,True
375,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
376,9,dog_bark,dog_bark,True,gun_shot,0.00751412905532971,30.69344139099121,4084.763671875,3,True
377,9,dog_bark,dog_bark,True,children_playing,0.006746675349861994,24.140907287597656,3578.193115234375,2,True
378,9,gun_shot,gun_shot,True,dog_bark,0.0011720505349290483,6.330771446228027,5401.44921875,2,True
379,9,children_playing,children_playing,True,siren,0.0017843729845153627,9.908920288085938,5553.16650390625,2,True
380,9,siren,siren,True,drilling,0.002826835789606293,12.101537704467773,4280.9482421875,2,True
381,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
382,9,drilling,drilling,True,air_conditioner,0.009540793007730374,46.407684326171875,4864.1328125,4,True
383,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
384,9,engine_idling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
385,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
386,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
387,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
388,9,gun_shot,gun_shot,True,car_horn,0.0022122106989809647,10.637136459350586,4808.3740234375,3,True
389,9,street_music,street_music,True,children_playing,0.013473679762077943,46.197113037109375,3428.693115234375,2,True
390,9,jackhammer,jackhammer,True,car_horn,0.05297111285466758,53.43307113647461,1008.720947265625,3,True
391,9,street_music,street_music,True,children_playing,0.006102365114583699,17.599849700927734,2884.10302734375,1,True
392,9,dog_bark,dog_bark,True,car_horn,0.0015390167628243862,6.871180057525635,4464.65576171875,2,True
393,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
394,9,engine_idling,engine_idling,True,air_conditioner,0.0021560747021886263,7.3636794090271,3415.3173828125,2,True
395,9,children_playing,children_playing,True,street_music,0.00995433436529067,27.334461212158203,2745.98583984375,3,True
396,9,engine_idling,engine_idling,True,children_playing,6.37059450507976e-05,0.26067090034484863,4091.782958984375,1,True
397,9,drilling,drilling,True,dog_bark,0.00294610588328038,20.20049285888672,6856.67578125,2,True
398,9,jackhammer,jackhammer,True,drilling,0.03582136169075928,37.58006286621094,1049.096435546875,2,True
399,9,street_music,street_music,True,air_conditioner,0.0368278353426731,46.14299392700195,1252.93798828125,3,True
400,9,jackhammer,jackhammer,True,car_horn,0.037271135998086,38.41338348388672,1030.64697265625,3,True
401,9,engine_idling,air_conditioner,False,air_conditioner,0.0,0.0,0.0,0,False
402,9,air_conditioner,air_conditioner,True,jackhammer,0.005053749810026045,8.918047904968262,1764.6397705078125,2,True
403,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
404,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
405,9,jackhammer,jackhammer,True,drilling,0.007424813414224173,6.373436450958252,858.3968505859375,2,True
406,9,gun_shot,gun_shot,True,jackhammer,0.003386566037735849,15.063232421875,4447.93701171875,2,True
407,9,dog_bark,dog_bark,True,gun_shot,0.012983904978540836,59.87146759033203,4611.20654296875,4,True
408,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
409,9,engine_idling,engine_idling,True,air_conditioner,0.0019286873310520487,6.443721771240234,3340.98828125,1,True
410,9,jackhammer,jackhammer,True,car_horn,0.05038838444248577,49.25124740600586,977.4325561523438,3,True
411,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
412,9,drilling,drilling,True,jackhammer,0.005647353705776698,30.614301681518555,5420.99951171875,2,True
413,9,drilling,drilling,True,jackhammer,0.0015547514565264196,2.63657283782959,1695.8162841796875,1,True
414,9,dog_bark,dog_bark,True,children_playing,0.00014859332892495642,0.48185816407203674,3242.798095703125,1,True
415,9,dog_bark,dog_bark,True,engine_idling,0.0011329447977793518,3.7185447216033936,3282.194091796875,1,True
416,9,children_playing,children_playing,True,siren,3.753131215500964e-05,0.19001053273677826,5062.72021484375,1,True
417,9,street_music,street_music,True,children_playing,0.0015192749639604732,3.7386767864227295,2460.82958984375,1,True
418,9,gun_shot,gun_shot,True,air_conditioner,0.0014470802499564716,7.572544097900391,5232.9814453125,2,True
419,9,dog_bark,drilling,False,drilling,0.0,0.0,0.0,0,False
420,9,dog_bark,dog_bark,True,children_playing,0.01585638670646004,41.64976501464844,2626.68701171875,3,True
421,9,siren,siren,True,children_playing,0.003448720882597544,14.959436416625977,4337.6767578125,2,True
422,9,drilling,drilling,True,children_playing,0.031008004986735404,20.817569732666016,671.3611450195312,2,True
423,9,siren,siren,True,children_playing,0.02363955674563998,49.27521896362305,2084.439208984375,3,True
424,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
425,9,siren,siren,True,children_playing,0.022092618405684116,46.326473236083984,2096.9208984375,3,True
426,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
427,9,siren,siren,True,air_conditioner,0.007538613033598973,30.366411209106445,4028.116455078125,3,True
428,9,engine_idling,engine_idling,True,air_conditioner,0.004250240639988682,14.786087036132812,3478.88232421875,2,True
429,9,siren,siren,True,air_conditioner,0.0081614566746853,33.486392974853516,4102.9921875,3,True
430,9,engine_idling,engine_idling,True,air_conditioner,0.0037876967529958828,13.26034164428711,3500.8984375,3,True
431,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0,False
432,9,dog_bark,dog_bark,True,gun_shot,0.006271000229867855,25.90219497680664,4130.47265625,2,True
433,9,drilling,drilling,True,children_playing,0.02971716739122959,21.994333267211914,740.1221313476562,2,True
434,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
435,9,siren,siren,True,street_music,0.004434488212078385,19.012889862060547,4287.5048828125,1,True
436,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
437,9,dog_bark,dog_bark,True,engine_idling,0.001246276395578552,4.053555965423584,3252.53369140625,2,True
438,9,dog_bark,dog_bark,True,children_playing,0.0015870309287706233,7.407042980194092,4667.23291015625,1,True
439,9,street_music,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
440,9,street_music,street_music,True,children_playing,0.012097420348602905,40.358863830566406,3336.154541015625,3,True
441,9,children_playing,children_playing,True,street_music,0.006205272963077562,25.79314422607422,4156.6494140625,2,True
442,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
443,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
444,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
445,9,street_music,street_music,True,jackhammer,0.0034502461111236716,10.09660530090332,2926.343505859375,2,True
446,9,street_music,street_music,True,car_horn,0.014549340604686775,50.294090270996094,3456.795166015625,3,True
447,9,jackhammer,jackhammer,True,car_horn,0.0515731737326612,50.31004333496094,975.5079956054688,3,True
448,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
449,9,children_playing,siren,False,siren,0.0,0.0,0.0,0,False
450,9,engine_idling,engine_idling,True,air_conditioner,0.0024877126777250323,8.341537475585938,3353.09521484375,1,True
451,9,street_music,street_music,True,children_playing,0.009759888969979561,30.897497177124023,3165.76318359375,1,True
452,9,air_conditioner,air_conditioner,True,street_music,0.004255217467298194,7.508727550506592,1764.5931396484375,2,True
453,9,car_horn,drilling,False,drilling,0.0,0.0,0.0,0,False
454,9,engine_idling,engine_idling,True,children_playing,0.0006892082045211528,2.7321219444274902,3964.14599609375,1,True
455,9,jackhammer,jackhammer,True,drilling,0.03555670388610031,37.38973617553711,1051.5523681640625,2,True
456,9,street_music,street_music,True,jackhammer,0.005768750964944343,14.276243209838867,2474.754638671875,2,True
457,9,children_playing,children_playing,True,siren,0.0033970728686703523,12.124432563781738,3569.082275390625,3,True
458,9,dog_bark,dog_bark,True,children_playing,0.002551401411986677,8.6207275390625,3378.820556640625,2,True
459,9,dog_bark,dog_bark,True,siren,0.00142026866238525,4.031199932098389,2838.336181640625,2,True
460,9,children_playing,children_playing,True,street_music,0.008381714616060567,24.96367645263672,2978.349609375,2,True
461,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
462,9,car_horn,car_horn,True,street_music,0.0005754195504417695,1.0665605068206787,1853.535400390625,2,True
463,9,street_music,street_music,True,car_horn,0.006741517191839222,21.671810150146484,3214.678466796875,1,True
464,9,car_horn,car_horn,True,jackhammer,0.00048692848204228247,3.0174715518951416,6196.9501953125,2,True
465,9,jackhammer,jackhammer,True,car_horn,0.05206146480676074,53.18421173095703,1021.5657958984375,3,True
466,9,dog_bark,dog_bark,True,gun_shot,0.006107811066993952,34.775054931640625,5693.5380859375,3,True
467,9,jackhammer,jackhammer,True,car_horn,0.04525007976463727,51.31415939331055,1134.0125732421875,3,True
468,9,children_playing,children_playing,True,street_music,0.009495670014557922,38.73479461669922,4079.2060546875,2,True
469,9,children_playing,children_playing,True,dog_bark,0.0041375334268353575,13.696013450622559,3310.18798828125,2,True
470,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
471,9,engine_idling,engine_idling,True,jackhammer,0.005475965933264411,7.772495269775391,1419.3834228515625,2,True
472,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
473,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
474,9,drilling,drilling,True,children_playing,0.037215731053223344,27.3398494720459,734.6315307617188,2,True
475,9,drilling,drilling,True,jackhammer,0.0021091904025932625,15.284417152404785,7246.580078125,2,True
476,9,engine_idling,engine_idling,True,air_conditioner,0.0061676510713131495,20.985143661499023,3402.453125,2,True
477,9,siren,siren,True,children_playing,0.02332215819616552,48.729366302490234,2089.402099609375,3,True
478,9,street_music,street_music,True,car_horn,0.008018280549493216,24.891849517822266,3104.387451171875,1,True
479,9,children_playing,children_playing,True,siren,0.003655560592569745,10.630704879760742,2908.091552734375,2,True
480,9,siren,siren,True,children_playing,0.0018223139899662972,4.854680061340332,2664.01953125,1,True
481,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
482,9,siren,siren,True,dog_bark,0.0018676343356132518,5.021865367889404,2688.89111328125,2,True
483,9,engine_idling,engine_idling,True,air_conditioner,0.0034056288820395997,11.788426399230957,3461.45361328125,2,True
484,9,siren,siren,True,children_playing,0.021632001793851288,44.97972869873047,2079.314208984375,3,True
485,9,gun_shot,gun_shot,True,jackhammer,0.003228859124209667,16.737489700317383,5183.71630859375,2,True
486,9,street_music,street_music,True,jackhammer,0.003610075166142363,7.7296142578125,2141.122802734375,2,True
487,9,engine_idling,engine_idling,True,air_conditioner,0.003157977620819658,10.8527193069458,3436.604248046875,2,True
488,9,engine_idling,engine_idling,True,air_conditioner,0.006106894857497745,20.71292495727539,3391.727783203125,2,True
489,9,children_playing,children_playing,True,siren,0.003320046272621028,18.56378746032715,5591.42431640625,2,True
490,9,street_music,street_music,True,car_horn,0.013543058803099198,28.897829055786133,2133.774169921875,3,True
491,9,drilling,drilling,True,children_playing,0.05321867709230022,30.500268936157227,573.1121215820312,2,True
492,9,car_horn,car_horn,True,drilling,0.007214769624930268,37.47930145263672,5194.80224609375,4,True
493,9,engine_idling,engine_idling,True,jackhammer,0.004655855231459503,6.498325824737549,1395.73193359375,2,True
494,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
495,9,dog_bark,dog_bark,True,gun_shot,0.0011381158356152284,5.976747512817383,5251.4404296875,2,True
496,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
497,9,drilling,drilling,True,jackhammer,0.008599872659678877,4.5330986976623535,527.1123046875,2,True
498,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
499,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0,False
500,9,dog_bark,dog_bark,True,gun_shot,0.010758682895883593,54.74889373779297,5088.81005859375,3,True
501,9,jackhammer,jackhammer,True,car_horn,0.051162796869663976,52.06597137451172,1017.6529541015625,3,True
502,9,dog_bark,dog_bark,True,gun_shot,0.0016277763036015066,7.927013874053955,4869.84228515625,2,True
503,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
504,9,children_playing,children_playing,True,street_music,0.006339882941065867,27.247968673706055,4297.8662109375,2,True
505,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
506,9,street_music,street_music,True,jackhammer,0.008213568269772726,19.66714859008789,2394.470703125,3,True
507,9,dog_bark,dog_bark,True,gun_shot,0.02604887040236003,93.97413635253906,3607.60888671875,3,True
508,9,drilling,drilling,True,jackhammer,0.0041951807268223685,21.072484970092773,5023.02197265625,2,True
509,9,street_music,street_music,True,children_playing,0.0034634189134010807,11.644275665283203,3362.075439453125,1,True
510,9,car_horn,car_horn,True,jackhammer,0.00656114194320562,44.96881103515625,6853.80859375,3,True
511,9,engine_idling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
512,9,dog_bark,dog_bark,True,gun_shot,0.01476897310794043,68.49244689941406,4637.59033203125,3,True
513,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
514,9,engine_idling,engine_idling,True,air_conditioner,0.0013584191198868975,4.523652076721191,3330.085693359375,1,True
515,9,street_music,street_music,True,jackhammer,0.012893526084332453,45.50657653808594,3529.412841796875,3,True
516,9,children_playing,children_playing,True,siren,0.007885088566354732,25.10291290283203,3183.593017578125,2,True
517,9,jackhammer,jackhammer,True,car_horn,0.03264965855035286,34.541114807128906,1057.931884765625,3,True
518,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0,False
519,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0,False
520,9,engine_idling,engine_idling,True,jackhammer,0.0024774636029521444,3.5480926036834717,1432.147216796875,1,True
521,9,dog_bark,dog_bark,True,children_playing,0.0012561150797970643,5.8144683837890625,4628.9296875,2,True
522,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
523,9,siren,siren,True,children_playing,0.022490968599849955,47.19334411621094,2098.32421875,3,True
524,9,siren,siren,True,children_playing,0.0031382172279721594,8.522453308105469,2715.698974609375,2,True
525,9,engine_idling,engine_idling,True,air_conditioner,0.006761271877838112,22.964876174926758,3396.531982421875,1,True
526,9,dog_bark,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
527,9,drilling,drilling,True,jackhammer,0.0007019005562660717,4.856833457946777,6919.54638671875,2,True
528,9,drilling,drilling,True,children_playing,0.04963985728680487,26.715614318847656,538.1887817382812,2,True
529,9,siren,siren,True,children_playing,0.004619705578804521,12.46412467956543,2698.034423828125,1,True
530,9,engine_idling,engine_idling,True,air_conditioner,0.006006533860861013,20.483478546142578,3410.199462890625,2,True
531,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0,False
532,9,siren,siren,True,children_playing,0.022685570558695453,47.416603088378906,2090.165771484375,3,True
533,9,dog_bark,drilling,False,drilling,0.0,0.0,0.0,0,False
534,9,drilling,drilling,True,dog_bark,0.0011946379352214005,6.8761982917785645,5755.884765625,2,True
535,9,drilling,drilling,True,children_playing,0.04854147510591164,25.9511661529541,534.618408203125,2,True
536,9,engine_idling,engine_idling,True,jackhammer,0.0007061955340885487,0.9998146891593933,1415.7760009765625,1,True
537,9,car_horn,car_horn,True,dog_bark,0.002787071941723615,14.961585998535156,5368.20947265625,1,True
538,9,car_horn,car_horn,True,jackhammer,0.002292722871102744,11.68163013458252,5095.09033203125,2,True
539,9,children_playing,children_playing,True,siren,0.0031747173912907356,17.32927703857422,5458.52587890625,2,True
540,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
541,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0,False
542,9,street_music,street_music,True,drilling,0.004423415909427207,8.674010276794434,1960.9302978515625,2,True
543,9,children_playing,children_playing,True,street_music,0.004089329108140798,14.135565757751465,3456.695556640625,2,True
544,9,engine_idling,engine_idling,True,air_conditioner,0.0013863832630503213,4.592796325683594,3312.789794921875,1,True
545,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
546,9,engine_idling,engine_idling,True,children_playing,0.0015352893178106183,6.192642688751221,4033.53466796875,1,True
547,9,drilling,drilling,True,jackhammer,0.0020017194812707285,14.089227676391602,7038.5625,2,True
548,9,dog_bark,dog_bark,True,drilling,0.007168089538516804,31.29532241821289,4365.92236328125,4,True
549,9,jackhammer,jackhammer,True,car_horn,0.03674205446143502,39.61027145385742,1078.0635986328125,3,True
550,9,engine_idling,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
551,9,car_horn,drilling,False,drilling,0.0,0.0,0.0,0,False
552,9,street_music,street_music,True,car_horn,0.008021141033460267,24.42155647277832,3044.648681640625,1,True
553,9,street_music,street_music,True,jackhammer,0.02105950185968147,47.87371826171875,2273.259765625,3,True
554,9,dog_bark,siren,False,siren,0.0,0.0,0.0,0,False
555,9,air_conditioner,jackhammer,False,jackhammer,0.0,0.0,0.0,0,False
556,9,street_music,street_music,True,children_playing,0.005966937132412263,17.46074104309082,2926.24853515625,1,True
557,9,jackhammer,jackhammer,True,car_horn,0.034445368682938925,39.95661926269531,1159.999755859375,3,True
558,9,drilling,drilling,True,children_playing,0.0008857354136955085,1.9065601825714111,2152.5166015625,1,True
559,9,car_horn,car_horn,True,drilling,0.0044369094063560835,26.672597885131836,6011.5263671875,4,True
560,9,street_music,street_music,True,jackhammer,0.003810134261156502,11.465184211730957,3009.128662109375,1,True
561,9,children_playing,children_playing,True,street_music,0.003898765947848301,11.988028526306152,3074.826416015625,1,True
562,9,children_playing,children_playing,True,street_music,0.007181663897956741,29.672836303710938,4131.74951171875,2,True
563,9,gun_shot,gun_shot,True,dog_bark,0.004894240892771313,20.216068267822266,4130.5830078125,2,True
564,9,car_horn,car_horn,True,street_music,0.0022210655481083095,8.856584548950195,3987.53857421875,2,True
565,9,children_playing,children_playing,True,street_music,4.5167836957494605e-05,0.19931450486183167,4412.7529296875,1,True
566,9,siren,siren,True,children_playing,0.02138317041777407,44.572696685791016,2084.4755859375,3,True
567,9,engine_idling,engine_idling,True,jackhammer,0.004956385657127287,6.87471866607666,1387.042724609375,2,True
568,9,siren,siren,True,jackhammer,0.007618844690066456,34.446571350097656,4521.23291015625,3,True
569,9,drilling,drilling,True,children_playing,0.03846434482692313,27.59221839904785,717.3453369140625,2,True
570,9,siren,siren,True,children_playing,0.023644431730543394,49.573143005371094,2096.609619140625,3,True
571,9,air_conditioner,children_playing,False,children_playing,0.0,0.0,0.0,0,False
572,9,engine_idling,engine_idling,True,air_conditioner,0.007214919680910465,24.527036666870117,3399.488525390625,3,True
573,9,street_music,street_music,True,car_horn,0.010220760417491759,34.558624267578125,3381.218505859375,2,True
574,9,engine_idling,engine_idling,True,air_conditioner,0.007841273592471767,26.495450973510742,3378.972900390625,3,True
575,9,street_music,street_music,True,car_horn,0.01293445928743474,27.938337326049805,2159.99267578125,2,True
576,9,drilling,drilling,True,children_playing,0.052557382586452095,33.17314910888672,631.1796264648438,2,True
577,9,car_horn,car_horn,True,jackhammer,0.0033263154817093346,7.797966003417969,2344.325439453125,1,True
578,9,engine_idling,engine_idling,True,jackhammer,0.007993914646412657,11.30910873413086,1414.7147216796875,1,True
579,9,street_music,street_music,True,children_playing,0.011477623015364003,22.65378189086914,1973.734619140625,1,True
580,9,gun_shot,gun_shot,True,dog_bark,0.004621649915798608,28.1314640045166,6086.8876953125,3,True
581,9,dog_bark,dog_bark,True,drilling,0.007752077935845874,32.170135498046875,4149.87255859375,4,True
582,9,children_playing,children_playing,True,siren,0.004664861841162325,25.840587615966797,5539.4111328125,2,True
