sample_idx,fold,real_class,initial_pred,initial_correct,fooled_class,relative_robustness,perturbation_norm,original_norm,pert_norm_logmel,pert_norm_delta,pert_norm_delta2,pert_norm_harmonic,pert_norm_percussive,most_perturbed_channel,num_iterations,success
315,9,dog_bark,dog_bark,True,children_playing,0.007755507189841673,55.86491775512695,7203.2578125,15.624841690063477,34.512611389160156,28.43789291381836,20.971948623657227,20.906862258911133,Delta,3,True
316,9,jackhammer,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
317,9,jackhammer,jackhammer,True,engine_idling,0.0022554001933792448,12.60573673248291,5589.13525390625,3.636812210083008,7.592761039733887,6.441766262054443,4.726894855499268,4.918159008026123,Delta,2,True
318,9,street_music,street_music,True,children_playing,0.0014991569430298527,8.780476570129395,5856.94287109375,2.2550010681152344,5.696335792541504,4.563437461853027,3.161170482635498,2.957285165786743,Delta,1,True
319,9,gun_shot,gun_shot,True,dog_bark,0.004699252829339678,53.981712341308594,11487.296875,15.832477569580078,32.614990234375,27.7115478515625,20.460052490234375,20.324283599853516,Delta,1,True
320,9,siren,siren,True,dog_bark,0.013598646858811547,58.432090759277344,4296.90478515625,16.639150619506836,35.42951965332031,30.2435245513916,21.445558547973633,22.530292510986328,Delta,2,True
321,9,drilling,drilling,True,gun_shot,0.0038551911392490624,6.370569705963135,1652.46533203125,1.7705163955688477,3.952544689178467,3.268986940383911,2.3329856395721436,2.386990785598755,Delta,3,True
322,9,siren,siren,True,jackhammer,0.003548557626285249,30.079681396484375,8476.59375,8.346182823181152,18.997697830200195,15.313111305236816,11.05087661743164,10.844478607177734,Delta,4,True
323,9,engine_idling,engine_idling,True,air_conditioner,0.0016045303916944083,10.8981294631958,6792.09912109375,3.1906378269195557,6.528305530548096,5.588587284088135,4.1513895988464355,4.183772087097168,Delta,3,True
324,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
325,9,engine_idling,engine_idling,True,jackhammer,0.014591607307452875,32.955875396728516,2258.550048828125,9.900847434997559,19.32234764099121,16.883249282836914,12.71381950378418,12.962430953979492,Delta,5,True
326,9,jackhammer,jackhammer,True,engine_idling,0.006218076130087093,13.303478240966797,2139.484619140625,3.8603384494781494,7.969656467437744,7.002871513366699,4.765346527099609,5.178431987762451,Delta,2,True
327,9,siren,siren,True,jackhammer,0.0025428673111682083,19.500356674194336,7668.64892578125,5.369335174560547,12.635272979736328,9.703433990478516,7.153263092041016,6.8160295486450195,Delta,3,True
328,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
329,9,children_playing,children_playing,True,dog_bark,0.004631247664999403,33.53287887573242,7240.5712890625,9.26994800567627,20.725963592529297,17.300220489501953,12.722673416137695,12.156989097595215,Delta,3,True
330,9,drilling,drilling,True,jackhammer,0.002548039561275623,7.900721073150635,3100.705810546875,2.3368165493011475,4.650817394256592,4.19341516494751,2.93401837348938,3.0228116512298584,Delta,2,True
331,9,dog_bark,dog_bark,True,children_playing,0.0015535895471544131,14.244929313659668,9169.04296875,3.989617347717285,8.911958694458008,7.382198333740234,5.226528167724609,5.075872898101807,Delta,1,True
332,9,drilling,drilling,True,jackhammer,0.0032743167098149167,14.846044540405273,4534.08935546875,4.244230270385742,8.822083473205566,7.863387107849121,5.474447250366211,5.723633289337158,Delta,3,True
333,9,dog_bark,dog_bark,True,children_playing,0.0034911846483913905,24.48415184020996,7013.1357421875,6.973781585693359,14.984646797180176,12.766304016113281,9.143333435058594,8.928682327270508,Delta,1,True
334,9,jackhammer,jackhammer,True,engine_idling,0.002829432296010474,6.66253662109375,2354.7255859375,2.012035369873047,3.97104811668396,3.376915454864502,2.522968292236328,2.608248472213745,Delta,3,True
335,9,jackhammer,jackhammer,True,engine_idling,0.0026618958695029367,7.140953540802002,2682.656982421875,2.068979024887085,4.342926979064941,3.63592529296875,2.721085548400879,2.6883578300476074,Delta,3,True
336,9,engine_idling,engine_idling,True,air_conditioner,0.0006408099622168854,4.292724609375,6698.904296875,1.256461262702942,2.6222541332244873,2.1788675785064697,1.6188298463821411,1.6138463020324707,Delta,2,True
337,9,street_music,street_music,True,car_horn,0.008844906136212635,29.959558486938477,3387.21044921875,7.788114547729492,20.376802444458008,14.230706214904785,10.664079666137695,10.2698974609375,Delta,1,True
338,9,street_music,street_music,True,children_playing,0.0006686574372259589,4.110557556152344,6147.47900390625,1.1273895502090454,2.609191417694092,2.1116905212402344,1.467069149017334,1.4853509664535522,Delta,1,True
339,9,car_horn,car_horn,True,jackhammer,0.0011801033311767402,12.705378532409668,10766.3271484375,3.5049614906311035,7.825198650360107,6.446078777313232,5.116929054260254,4.491464138031006,Delta,3,True
340,9,engine_idling,engine_idling,True,dog_bark,0.0006435429208497425,4.84119176864624,7522.7177734375,1.4126462936401367,2.918407917022705,2.459043264389038,1.8692363500595093,1.8394354581832886,Delta,3,True
341,9,street_music,street_music,True,children_playing,0.007513909126237827,21.76844596862793,2897.086669921875,5.7053704261779785,13.85876750946045,11.401293754577637,8.032478332519531,7.398533821105957,Delta,2,True
342,9,jackhammer,jackhammer,True,drilling,0.000975691077760383,9.313220024108887,9545.2548828125,2.7877776622772217,5.667559623718262,4.734198093414307,3.5185937881469727,3.471311330795288,Delta,1,True
343,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
344,9,jackhammer,jackhammer,True,engine_idling,0.0010050282503119106,2.5535058975219727,2540.73046875,0.7479239702224731,1.5254133939743042,1.322946310043335,0.9773846864700317,0.963664174079895,Delta,3,True
345,9,drilling,drilling,True,jackhammer,0.0023535523475151678,23.504138946533203,9986.6650390625,7.121376037597656,13.695683479309082,12.766610145568848,8.790349006652832,8.596643447875977,Delta,3,True
346,9,children_playing,children_playing,True,dog_bark,0.002841182849630846,13.397794723510742,4715.5693359375,3.6335813999176025,8.571141242980957,6.739518165588379,4.8280348777771,4.909430503845215,Delta,1,True
347,9,engine_idling,engine_idling,True,air_conditioner,0.0012009096876031387,9.723766326904297,8097.00048828125,2.710493803024292,6.155724048614502,4.835034370422363,3.6243197917938232,3.5775234699249268,Delta,1,True
348,9,air_conditioner,air_conditioner,True,engine_idling,0.0021555416753435966,7.879438400268555,3655.43310546875,2.267204999923706,4.6822967529296875,3.99768328666687,3.134161949157715,3.0359485149383545,Delta,1,True
349,9,street_music,street_music,True,dog_bark,0.0004160518235634199,2.310983419418335,5554.556640625,0.6135018467903137,1.4687579870224,1.2062631845474243,0.8350213766098022,0.8091222047805786,Delta,2,True
350,9,street_music,air_conditioner,False,air_conditioner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
351,9,engine_idling,engine_idling,True,air_conditioner,0.0005777186794736274,3.8600270748138428,6681.49951171875,1.1024006605148315,2.321223258972168,2.031005620956421,1.459958791732788,1.4282788038253784,Delta,1,True
352,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
353,9,air_conditioner,car_horn,False,car_horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
354,9,siren,siren,True,dog_bark,0.00432263325412758,36.29166793823242,8395.7314453125,10.760587692260742,21.782756805419922,18.47245979309082,13.477416038513184,14.28054428100586,Delta,3,True
355,9,jackhammer,jackhammer,True,engine_idling,0.002596496340420024,6.342211723327637,2442.603759765625,1.862549066543579,3.879861354827881,3.194003105163574,2.374943494796753,2.420583963394165,Delta,4,True
356,9,children_playing,children_playing,True,dog_bark,0.0018552315932670429,12.627864837646484,6806.62451171875,3.5543265342712402,7.8305745124816895,6.433074951171875,4.644972324371338,4.748856544494629,Delta,2,True
357,9,dog_bark,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
358,9,street_music,street_music,True,siren,0.0005617542461623769,2.4163548946380615,4301.44482421875,0.6324260830879211,1.5570883750915527,1.2688151597976685,0.8481077551841736,0.8277106881141663,Delta,1,True
359,9,siren,siren,True,engine_idling,0.0014708657099198822,11.224684715270996,7631.345703125,3.044198513031006,7.12498664855957,5.689160346984863,4.109569549560547,4.087279796600342,Delta,3,True
360,9,siren,siren,True,dog_bark,0.014052676840234757,60.58556365966797,4311.318359375,17.34209632873535,36.71746063232422,31.081518173217773,22.482074737548828,23.456039428710938,Delta,2,True
361,9,street_music,street_music,True,dog_bark,0.0019376395276649906,11.863163948059082,6122.482421875,3.2738637924194336,7.420773506164551,6.224973201751709,4.315732955932617,4.191987037658691,Delta,4,True
362,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
363,9,siren,siren,True,dog_bark,0.015221711035012261,65.56608581542969,4307.40576171875,19.012758255004883,39.52207946777344,33.732826232910156,24.24493980407715,25.489423751831055,Delta,2,True
364,9,drilling,drilling,True,gun_shot,0.008562849114615715,20.221498489379883,2361.53857421875,5.837168216705322,12.290237426757812,10.302395820617676,7.632541179656982,7.706589698791504,Delta,3,True
365,9,siren,siren,True,engine_idling,0.0027539781421584454,21.544294357299805,7822.97216796875,6.13986349105835,12.869061470031738,11.472711563110352,8.032626152038574,8.04361629486084,Delta,4,True
366,9,siren,siren,True,dog_bark,0.014850607609177871,63.66324234008789,4286.91162109375,18.322864532470703,38.44761276245117,32.69987869262695,23.6884708404541,24.670568466186523,Delta,2,True
367,9,street_music,street_music,True,children_playing,0.0006561542298773767,2.9882378578186035,4554.169921875,0.7823483347892761,1.9600642919540405,1.5265730619430542,1.0533990859985352,1.0176293849945068,Delta,1,True
368,9,engine_idling,engine_idling,True,air_conditioner,0.0010245926942606608,6.710437774658203,6549.37109375,1.9540982246398926,4.1085710525512695,3.472726583480835,2.498793840408325,2.455059051513672,Delta,2,True
369,9,engine_idling,engine_idling,True,air_conditioner,0.0013902899939923223,9.190086364746094,6610.19384765625,2.7048213481903076,5.442021369934082,4.781556606292725,3.5575380325317383,3.4650659561157227,Delta,1,True
370,9,siren,siren,True,dog_bark,0.01765768903538411,76.10554504394531,4310.05126953125,22.0169620513916,45.73375701904297,39.18167495727539,28.112899780273438,29.836088180541992,Delta,2,True
371,9,siren,siren,True,engine_idling,0.0035134873296097744,27.381725311279297,7793.318359375,7.711755275726318,16.41951560974121,14.456802368164062,10.166902542114258,10.407795906066895,Delta,4,True
372,9,jackhammer,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
373,9,drilling,drilling,True,gun_shot,0.0046908934603293335,9.05484676361084,1930.30322265625,2.5948498249053955,5.555563926696777,4.574707984924316,3.365809917449951,3.4836881160736084,Delta,3,True
374,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
375,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
376,9,dog_bark,dog_bark,True,children_playing,0.008420892131100925,69.57920837402344,8262.6884765625,20.33473777770996,42.72258377075195,35.00727462768555,26.805505752563477,25.66128158569336,Delta,1,True
377,9,dog_bark,dog_bark,True,children_playing,0.00985094950625781,72.3187255859375,7341.294921875,21.196735382080078,45.56430435180664,35.44392776489258,27.28452491760254,26.530595779418945,Delta,2,True
378,9,gun_shot,gun_shot,True,dog_bark,0.0005763396478736051,5.856319427490234,10161.2294921875,1.6164391040802002,3.6741793155670166,3.0469167232513428,2.1132397651672363,2.1058309078216553,Delta,1,True
379,9,children_playing,children_playing,True,dog_bark,0.0007619868648869046,7.906927108764648,10376.7236328125,2.1664838790893555,4.978435039520264,4.0390729904174805,2.9122157096862793,2.871570587158203,Delta,3,True
380,9,siren,siren,True,engine_idling,0.0004947553476537354,4.009411334991455,8103.826171875,1.083420753479004,2.549325466156006,2.0478880405426025,1.4664084911346436,1.4346843957901,Delta,1,True
381,9,dog_bark,dog_bark,True,children_playing,0.0002452196978094326,1.509393334388733,6155.26953125,0.4408964216709137,0.9460050463676453,0.7821270227432251,0.543255627155304,0.5311342477798462,Delta,1,True
382,9,drilling,drilling,True,jackhammer,0.0033664115558126426,29.911460876464844,8885.265625,9.2161226272583,16.54168701171875,16.290048599243164,11.576871871948242,11.693653106689453,Delta,3,True
383,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
384,9,engine_idling,engine_idling,True,dog_bark,0.0007950607432092573,4.570639610290527,5748.79296875,1.3749034404754639,2.7823221683502197,2.3448739051818848,1.696905255317688,1.6973942518234253,Delta,1,True
385,9,drilling,drilling,True,jackhammer,0.0001563598506068219,0.4243905246257782,2714.191162109375,0.12919612228870392,0.24634170532226562,0.2261117696762085,0.15691328048706055,0.1642654538154602,Delta,1,True
386,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
387,9,air_conditioner,car_horn,False,car_horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
388,9,gun_shot,gun_shot,True,dog_bark,0.0036829421553517716,33.074989318847656,8980.5888671875,9.045256614685059,20.245908737182617,17.831634521484375,12.018401145935059,11.825069427490234,Delta,1,True
389,9,street_music,street_music,True,children_playing,0.004523131010806235,30.39371109008789,6719.61767578125,7.714140892028809,19.2071590423584,16.080747604370117,11.271647453308105,10.474455833435059,Delta,1,True
390,9,jackhammer,jackhammer,True,engine_idling,0.0018173678489614871,4.50339937210083,2477.97900390625,1.3091332912445068,2.7375435829162598,2.317080497741699,1.6877188682556152,1.6897852420806885,Delta,3,True
391,9,street_music,street_music,True,children_playing,0.003950225313104703,22.930971145629883,5804.97802734375,6.08254861831665,14.25436019897461,12.632967948913574,7.969255447387695,7.908495903015137,Delta,4,True
392,9,dog_bark,dog_bark,True,children_playing,0.001522734064909497,12.663542747497559,8316.3193359375,3.506373167037964,7.892590522766113,6.321903228759766,4.801708221435547,4.770201206207275,Delta,3,True
393,9,air_conditioner,street_music,False,street_music,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
394,9,engine_idling,engine_idling,True,air_conditioner,0.00043834072114210817,2.897321939468384,6609.74853515625,0.8492509722709656,1.7556309700012207,1.4842222929000854,1.0883628129959106,1.0970674753189087,Delta,3,True
395,9,children_playing,children_playing,True,street_music,0.0034592822772298707,19.151897430419922,5536.37890625,5.190543174743652,11.719218254089355,9.936605453491211,7.507449150085449,6.885885238647461,Delta,3,True
396,9,engine_idling,engine_idling,True,air_conditioner,0.001563349531507344,12.290603637695312,7861.7119140625,3.5388262271881104,7.766347885131836,5.981472492218018,4.583269119262695,4.6298065185546875,Delta,1,True
397,9,drilling,drilling,True,gun_shot,0.0008600669662870756,10.679075241088867,12416.5625,3.2950594425201416,6.3072733879089355,5.534654140472412,4.151247501373291,3.9418632984161377,Delta,3,True
398,9,jackhammer,jackhammer,True,engine_idling,0.001605471519578467,4.107502460479736,2558.43994140625,1.2057429552078247,2.423588514328003,2.1681647300720215,1.5584286451339722,1.5538153648376465,Delta,1,True
399,9,street_music,street_music,True,engine_idling,0.00803785900192846,22.18229103088379,2759.726318359375,5.88843297958374,13.809455871582031,11.903666496276855,8.060333251953125,7.7468132972717285,Delta,4,True
400,9,jackhammer,jackhammer,True,engine_idling,0.0010332419506442134,2.614001989364624,2529.903076171875,0.744404673576355,1.5838093757629395,1.359931468963623,1.0058915615081787,0.9535117745399475,Delta,3,True
401,9,engine_idling,engine_idling,True,air_conditioner,0.000996768580471295,7.938399791717529,7964.13525390625,2.295292615890503,5.01421594619751,3.8885135650634766,2.9494009017944336,2.9644486904144287,Delta,1,True
402,9,air_conditioner,air_conditioner,True,engine_idling,0.001156765794603101,4.23248291015625,3658.8935546875,1.2092491388320923,2.5370352268218994,2.155444860458374,1.6697826385498047,1.6065375804901123,Delta,1,True
403,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
404,9,air_conditioner,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
405,9,jackhammer,jackhammer,True,drilling,0.006020715543526032,13.30471420288086,2209.82275390625,3.916755437850952,7.8015217781066895,7.320159912109375,4.7939910888671875,4.923779010772705,Delta,2,True
406,9,gun_shot,gun_shot,True,engine_idling,0.0043369007702660865,35.60866165161133,8210.6240234375,10.584729194641113,19.980926513671875,18.76141929626465,13.802330017089844,14.635838508605957,Delta,2,True
407,9,dog_bark,dog_bark,True,drilling,0.004708564709765528,56.4171257019043,11981.8095703125,15.299822807312012,37.798828125,26.77273941040039,20.27226448059082,19.80685806274414,Delta,5,True
408,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
409,9,engine_idling,engine_idling,True,air_conditioner,0.0004166619611746368,2.703396797180176,6488.2255859375,0.750024139881134,1.7062257528305054,1.3741095066070557,0.9690911173820496,1.0036420822143555,Delta,3,True
410,9,jackhammer,jackhammer,True,engine_idling,0.002842996807079605,6.852825164794922,2410.423095703125,2.0054314136505127,4.188483238220215,3.5021121501922607,2.514902114868164,2.6089346408843994,Delta,3,True
411,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
412,9,drilling,drilling,True,jackhammer,0.002118120924029463,20.44704246520996,9653.3876953125,6.057690620422363,11.425309181213379,11.438887596130371,7.732334136962891,7.759582996368408,Delta-Delta,3,True
413,9,drilling,drilling,True,jackhammer,0.0005869748630168012,2.0958878993988037,3570.660400390625,0.6125147342681885,1.2626338005065918,1.0846039056777954,0.8021519780158997,0.776861846446991,Delta,1,True
414,9,dog_bark,dog_bark,True,children_playing,0.0005587085474854066,3.4979121685028076,6260.7099609375,0.9727572202682495,2.2194182872772217,1.7479374408721924,1.333116888999939,1.237266182899475,Delta,2,True
415,9,dog_bark,dog_bark,True,engine_idling,0.0010527179121308664,6.762187480926514,6423.55126953125,1.8607313632965088,4.177544593811035,3.6138243675231934,2.491953134536743,2.354447603225708,Delta,1,True
416,9,children_playing,children_playing,True,dog_bark,0.0001506503764335746,1.4328845739364624,9511.32421875,0.40254712104797363,0.902470588684082,0.7449304461479187,0.5190424919128418,0.5023289918899536,Delta,1,True
417,9,street_music,children_playing,False,children_playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
418,9,gun_shot,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
419,9,dog_bark,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
420,9,dog_bark,dog_bark,True,children_playing,0.015250786707479223,85.18465423583984,5585.5908203125,24.239322662353516,54.85184860229492,41.628631591796875,30.994808197021484,31.0891170501709,Delta,2,True
421,9,siren,siren,True,street_music,0.0031550119090663683,25.94291114807129,8222.76171875,6.772885322570801,16.26586151123047,13.840860366821289,9.308991432189941,9.184646606445312,Delta,3,True
422,9,drilling,drilling,True,engine_idling,0.008462630125355468,15.274996757507324,1804.9940185546875,4.42093563079834,9.64107894897461,7.7249956130981445,5.551784992218018,5.50750207901001,Delta,4,True
423,9,siren,siren,True,dog_bark,0.01712280964920263,73.50267028808594,4292.67578125,21.200836181640625,44.36994171142578,37.75177764892578,27.158184051513672,28.6655216217041,Delta,2,True
424,9,jackhammer,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
425,9,siren,siren,True,dog_bark,0.014321818279567095,61.81810760498047,4316.35888671875,17.909292221069336,37.150814056396484,31.974945068359375,22.817106246948242,24.031957626342773,Delta,2,True
426,9,air_conditioner,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
427,9,siren,siren,True,engine_idling,0.0023366611869381554,17.866886138916016,7646.33154296875,5.137653827667236,11.106595039367676,9.120201110839844,6.515902996063232,6.621076583862305,Delta,3,True
428,9,engine_idling,engine_idling,True,air_conditioner,0.0015177970063815847,10.195770263671875,6717.4794921875,3.05198335647583,6.15268087387085,5.181725978851318,3.848843812942505,3.888413190841675,Delta,3,True
429,9,siren,siren,True,engine_idling,0.0018768831919209713,14.571192741394043,7763.50537109375,4.108185291290283,8.888094902038574,7.6512603759765625,5.379783630371094,5.381485462188721,Delta,4,True
430,9,engine_idling,engine_idling,True,air_conditioner,0.0012124250069301987,8.19214916229248,6756.82958984375,2.369863271713257,5.002182483673096,4.177333354949951,3.078911304473877,3.089242696762085,Delta,1,True
431,9,jackhammer,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
432,9,dog_bark,dog_bark,True,children_playing,0.010288133327947549,84.69221496582031,8232.029296875,23.676227569580078,54.69107437133789,41.87918472290039,31.56650733947754,29.509048461914062,Delta,1,True
433,9,drilling,drilling,True,engine_idling,0.006896519248061766,13.4263334274292,1946.8275146484375,3.756356954574585,8.329418182373047,6.912715435028076,5.0018720626831055,4.896185874938965,Delta,4,True
434,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
435,9,siren,siren,True,engine_idling,0.001149583247723993,9.3433837890625,8127.626953125,2.5294759273529053,5.886423110961914,4.852705001831055,3.3281326293945312,3.409601926803589,Delta,1,True
436,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
437,9,dog_bark,dog_bark,True,children_playing,0.002264148099788759,14.41424560546875,6366.2998046875,4.311953544616699,8.907469749450684,7.382658958435059,5.430957317352295,5.082869529724121,Delta,1,True
438,9,dog_bark,dog_bark,True,children_playing,0.0006839030537087107,6.054636478424072,8853.0625,1.6783828735351562,3.8747000694274902,2.9789206981658936,2.2772607803344727,2.183682918548584,Delta,1,True
439,9,street_music,street_music,True,car_horn,0.0005341487621108374,3.085359573364258,5776.2177734375,0.8083322048187256,2.0599117279052734,1.4790287017822266,1.137048363685608,1.0688316822052002,Delta,1,True
440,9,street_music,street_music,True,children_playing,0.0015373707273261487,10.026627540588379,6521.93212890625,2.5246524810791016,6.415309906005859,5.3721466064453125,3.5866000652313232,3.358501672744751,Delta,3,True
441,9,children_playing,children_playing,True,street_music,0.0026574573929077244,21.26481056213379,8001.9384765625,5.716793060302734,13.253607749938965,11.2553071975708,7.785998344421387,7.519883155822754,Delta,1,True
442,9,drilling,jackhammer,False,jackhammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
443,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
444,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
445,9,street_music,street_music,True,children_playing,0.0022740019513270006,13.323135375976562,5858.8935546875,3.561161756515503,8.506811141967773,7.049665451049805,4.784393310546875,4.457579612731934,Delta,4,True
446,9,street_music,street_music,True,children_playing,0.002587368800697508,17.401073455810547,6725.3935546875,4.549882411956787,10.908388137817383,9.412986755371094,6.206419944763184,5.998253345489502,Delta,2,True
447,9,jackhammer,jackhammer,True,engine_idling,0.0019935468078601747,4.780805587768555,2398.140625,1.3889086246490479,3.0058720111846924,2.359544277191162,1.7405025959014893,1.8152053356170654,Delta,3,True
448,9,air_conditioner,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
449,9,children_playing,siren,False,siren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
450,9,engine_idling,engine_idling,True,air_conditioner,0.00040861855489158187,2.6597063541412354,6509.02001953125,0.7724553942680359,1.5725774765014648,1.3879789113998413,1.008440613746643,1.030005693435669,Delta,3,True
451,9,street_music,street_music,True,dog_bark,0.0005362594861311866,3.248072385787964,6056.904296875,0.8652544021606445,2.128535509109497,1.6379575729370117,1.1310538053512573,1.1438781023025513,Delta,2,True
452,9,air_conditioner,air_conditioner,True,engine_idling,0.0014831430459991773,5.4264912605285645,3658.778076171875,1.5359383821487427,3.204909086227417,2.6887447834014893,2.2395753860473633,2.1380395889282227,Delta,1,True
453,9,car_horn,car_horn,True,siren,0.009067533769451805,37.40497589111328,4125.154296875,10.21198844909668,22.85138511657715,20.694772720336914,12.996920585632324,13.24644660949707,Delta,3,True
454,9,engine_idling,engine_idling,True,air_conditioner,0.0017405195997877733,13.161210060119629,7561.65576171875,3.729985475540161,8.36296558380127,6.40540885925293,4.88803768157959,4.944013595581055,Delta,1,True
455,9,jackhammer,jackhammer,True,engine_idling,0.0006145466709853606,1.5757800340652466,2564.134033203125,0.466746985912323,0.933955729007721,0.8233156800270081,0.5892000794410706,0.6065895557403564,Delta,1,True
456,9,street_music,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
457,9,children_playing,children_playing,True,street_music,0.0019780232888465875,13.67037296295166,6911.12841796875,3.912569999694824,8.377731323242188,7.105149269104004,5.007538318634033,5.081920146942139,Delta,4,True
458,9,dog_bark,dog_bark,True,children_playing,0.005740178103753289,37.71367645263672,6570.123046875,10.48387622833252,24.047809600830078,19.046260833740234,13.552297592163086,13.699926376342773,Delta,1,True
459,9,dog_bark,dog_bark,True,siren,0.00313393204220716,16.840518951416016,5373.60693359375,4.991233825683594,10.26923656463623,8.498173713684082,6.249325752258301,6.477689266204834,Delta,1,True
460,9,children_playing,children_playing,True,dog_bark,0.002119844502350591,12.508772850036621,5900.79736328125,3.429438829421997,7.8164520263671875,6.439251899719238,4.606853485107422,4.574316024780273,Delta,2,True
461,9,air_conditioner,engine_idling,False,engine_idling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
462,9,car_horn,car_horn,True,street_music,0.0028114783259437022,10.499411582946777,3734.480712890625,2.748027801513672,7.062928676605225,4.90083646774292,3.8331637382507324,3.753624200820923,Delta,1,True
463,9,street_music,street_music,True,engine_idling,0.001738701554803953,10.798280715942383,6210.54296875,3.0107641220092773,6.914831161499023,5.45134973526001,3.9391772747039795,3.806434154510498,Delta,1,True
464,9,car_horn,car_horn,True,engine_idling,0.00011970720570694861,1.3474926948547363,11256.5712890625,0.3478204011917114,0.8386644124984741,0.7088446617126465,0.5186527967453003,0.4689757525920868,Delta,2,True
465,9,jackhammer,jackhammer,True,engine_idling,0.0031488581221521235,7.88823938369751,2505.111083984375,2.284172773361206,4.832047939300537,4.046624183654785,2.990885019302368,2.887495279312134,Delta,4,True
466,9,dog_bark,dog_bark,True,children_playing,0.009038202788312303,99.7369384765625,11035.041015625,27.55923843383789,64.35407257080078,48.47077560424805,38.31172561645508,35.061302185058594,Delta,1,True
467,9,jackhammer,jackhammer,True,engine_idling,0.004971802990058372,13.477168083190918,2710.720458984375,3.967132091522217,8.09390926361084,6.8190107345581055,5.164034366607666,5.217123031616211,Delta,2,True
468,9,children_playing,children_playing,True,dog_bark,0.001835404319576871,14.461633682250977,7879.26318359375,4.075254440307617,9.084696769714355,7.369595527648926,5.287801742553711,5.265703201293945,Delta,1,True
469,9,children_playing,dog_bark,False,dog_bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
470,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
471,9,engine_idling,engine_idling,True,siren,0.011608715468227416,27.766746520996094,2391.887939453125,8.142732620239258,16.40213394165039,14.902975082397461,10.258554458618164,10.407766342163086,Delta,1,True
472,9,air_conditioner,drilling,False,drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,False
